tweet_id,sentiment,author,content,,,,,,
1960603006,fun,caroline730,RT Trolls exploit Zoom privacy settings as app gains popularity Apps The Guardian,girls&quot, music on tape!! Missing Tayla,,,,
1960607071,fun,ShayneFly,RT aubrieeel As of today Indianapolis is in the red zone meaning we are all at high risk of COVID 19 All because y all can t stay y all,,,,,,
1960618810,fun,danielsnotcool,RT Mattress Mack is at GF 6006 N Freeway handing out Grab amp Go meals to everyone in the vehicle and 2 loafs of bread Than,,,,,,
1960660348,fun,oldporscheracer,RT If Public Health called tomorrow and told you that you tested positive for COVID 19 amp asked you to list all of the peop,,,,,,
1960671885,fun,motoman15,RT On Saturday an average of one person died from COVID19 every nine minutes in New York City On Sunday alone 98 people died,,,,,,
1960674625,fun,disco_kuusisto,RT auctions off Hellboy sketches to aid COVID 19 feeding program,,,,,,
1960754735,fun,jayohsee,RT How did 71 year old Prince Charles amp 55 year old Boris Johnson both recover in days from an illness which took a healthy 37,,,,,,
1960757422,fun,chelseasms,RT WPS A fantastic resource for feminist perspectives on Covid 19 with links to articles resources and organisations to follow T,,,,,,
1960758721,fun,addiiee,Jeff Lowe operated GW Zoo in violation of the Governor s closure orders made in response to covid 19 And yet Joe i,,,,,,
1960759920,fun,DaimyRain,RT A 24 yr old frat bro of mine just passed from COVID 19 Guys this bitch ain t discriminating Do your best to protect you,,,,,,
1960763784,fun,erkagarcia,RT HI just launched a map of local COVID 19 resources which you can filter by island or category,,,,,,
1960815803,fun,jacoblockhart,RT With corpses on sidewalks and hospitals and morgues overwhelmed with COVID 19 Ecuador just paid 325 million to internation,,,,,,
1960871822,fun,jillraf,RT Attn doctors nurses amp others involved in public health Pls sign this PETITION from to protect healthcare,,,,,,
1960953837,fun,Micrathene,RT Yesterday s tracker here Excellent for looking at trends amp absolute numbers in recorded covid 19 c,,,,,,
1960995024,fun,spidermonkeyloo,If every country had immediately deployed the current preventative measures for COVID 19 we would all think we d o,,,,,,
1961000292,fun,PANICitsLeslie,Membership and Covid 19 info on Facebook and Instagram now or email info com or text 306 533 2633 f,,,,,,
1961057044,fun,monicaguerrero,RT Let s keep looking in the mirror of COVID 19 to prepare us and help us prepare others for even more tribulation,,,,,,
1961057877,fun,Adrigonzo,POP 54 4th ANNIVERSARY amp THE COVID 19 AGE We look back and we look at our Pop culture in our Coronavirus COVID 1,,,,,,
1961083396,fun,jamando,RT Doctors are risking their own health and sacrificing time with loved ones to keep us safe The least we can do for the,,,,,,
1961092641,fun,banvan,RT hi all if you got any april fools goofs involving covid 19 it s an instant block from me thanks,,,,,,
1961103545,fun,jsmith189,RT Please if you reside in Anambra I beg you in the name of whatever u worship STAY AT HOME If you mistakenly test posi,,,,,,
1961111760,fun,mschrager,Watch Covid 19 Protecting Your Family Dr Dave Price 3 22 2020 on Vimeo,,,,,,
1961132632,fun,garryism,RT Remember the really SCARY numbers on COVID 19 all come from models Haven t we learned our lesson on models with climate,,,,,,
1961132963,fun,lilee89,RT Twitter is now removing tweets from world leaders that challenge the coronavirus shutdown Bolsonaro becomes the first,,,,,,
1961152309,fun,tennjen,RT Bobby Hebert Sr father of former Saint and Falcon Bobby Hebert Jr dies from COVID 19,,,,,,
1961174539,fun,CuddlyAlex,RT If you believe the world will overcome covid 19 retweet,,,,,,
1961177715,fun,jenclapp,RT Fauci amp Birx are on record today saying COVID 19 in NYC is a sign of things to come for entirety of USA Let s keep tr,,,,,,
1961186575,fun,scottcaution,RT A 24 yr old frat bro of mine just passed from COVID 19 Guys this bitch ain t discriminating Do your best to protect you,,,,,,
1961188926,fun,JoshBerry26,RT On NationalDoctorsDay I commend the extraordinary physicians who protect amp heal daily We are especially grateful for,,,,,,
1961247714,fun,Knittwit,RT Bravery courage and sacrifice Photo shows health care workers on plane to New York to join coronavirus battle,,,,,,
1961252528,fun,AkoSiAngie,New whitepaper Taking Stock Of COVID 19 from looks at the impact of COVID19 on technology and end,,,,,,
1961286550,fun,emmyvictoria,RT A worthwhile read from for today NationalDoctorsDay2020 with NationalDoctorsDay taking place against the,,,,,,
1961288665,fun,Zzerbe,RT COVID 19 Lexington Responds Dr Julie Hackett March 30th 2020 YouTube,,,,,,
1961374502,fun,Melabooty,In Chicago an evangelical church of 80 met March 15 43 have come down with flu or coronavirus symptoms with 10 t,,,,,,
1961414473,fun,Umtalimary,RT On Saturday an average of one person died from COVID19 every nine minutes in New York City On Sunday alone 98 people died,,,,,,
1961415771,fun,unaffected,RT We will deliver right to the border B C town vows to look after U S neighbours in pandemic We are 1 community,,,,,,
1961420052,fun,danimeex,RT Today I am PROUD to inform you that I MURDERED COVID 19 amp have tested NEGATIVE TWICE I HAVE BEEN DISCHARGED I,,,,,,
1961425654,fun,pokerman78,RT A 24 yr old frat bro of mine just passed from COVID 19 Guys this bitch ain t discriminating Do your best to protect you,,,,,,
1961428280,fun,katyaxoxo,RT We have lost one of our NY based trans community leaders to COVID 19 Rest in power Lorena Borjas,,,,,,
1961449612,fun,jasminepotts,RT Please if you reside in Anambra I beg you in the name of whatever u worship STAY AT HOME If you mistakenly test posi,) I had to come in  but I've got a stunning wee tan (l) ,) yourself?,,,,
1961457995,fun,neeshaaaa,Games Industry Unites to Promote World Health Organization Messages Against COVID 19 Launch PlayApartTogether Cam,,,,,,
1961484023,fun,liljb,RT On Saturday an average of one person died from COVID19 every nine minutes in New York City On Sunday alone 98 people died,,,,,,
1961489263,fun,ilsegaboyil,RT COVID 19 in the middle of allergy season will have you questioning everything,,,,,,
1961494756,fun,MizTigga,Lighting Up Sioux Falls Step outside between 9 9 15pm tonight to join your neighbors and your city as we light u,,,,,,
1961543750,fun,JayChasm,RT We have lost one of our NY based trans community leaders to COVID 19 Rest in power Lorena Borjas,,,,,,
1961551645,fun,toraks,RT The Florida Highway Patrol is assisting with the implementation and enforcement of checkpoints for motorists entering Florida o,,,,,,
1961554378,fun,purpig,RT If Public Health called tomorrow and told you that you tested positive for COVID 19 amp asked you to list all of the peop,,,,,,
1961567776,fun,lkespiritu,RT How many USA soccer clubs will collapse as a result of Covid 19 CoronaVirus in the landscape of the discriminatory suffocati,,,,,,
1961570469,fun,erkagarcia,RT Film date 03 29 20 The first patients arrive aboard USNS Mercy Mercy deployed in support o,,,,,,
1961607107,fun,PatrikBerggren,RT Because we are on lockdown at the moment I m gonna surprise some people during the Covid 19 outbreak I m giving five p,,,,,,
1961610754,fun,BuellaMarie,RT Aboriginal amp Torres Strait Islander health professionals sign up to the official GP updates from for the,,,,,,
1961615445,fun,TeenDifference,three people i love were tested positive with COVID 19 your jokes aren t funny stay inside,,,,,,
1961618622,fun,pemctg,RT Choir practice turns deadly March 6 the choir s conductor informed 121 members that practice would proceed at a Mount Ver,,,,,,
1961620023,fun,_missJP,RT The ACSM member leadership and the Annual Meeting and World Congresses Program Committee have announced the cancellation of t,),,,,,
1961643503,fun,nethmii,RT ThePush Report LISTEN UP Everyone Go pick up a Midland Base Camp Two Way Radio It s the XT511 This will allow you to communic,,,,,,
1961701707,fun,tknokitten,New York EMS lieutenant Vincent Variale who tested positive for Covid 19 said many first responders who treat cor,,,,,,
1961750978,fun,stelliss8,RT Point is we all ought to show our truckers some love right now,,,,,,
1961767865,fun,erkagarcia,RT Songwriter of I Love Rock and Roll dies of COVID 19,,,,,,
1961816264,fun,Hardtarget,RT In the late 1990s the movie Twister along with increasing observational and modeling technologies spurred an intere,,,,,,
1961817194,fun,sexidance,RT Using COVID 19 as an excuse Hungary s parliament gives Prime Minister Viktor Orban the power to rule by decree indefinitel,,,,,,
1961830321,fun,sylver_,Covid 19 is a virus made to eat testicles Alex Jones The Alex Jones Show Mon 03 30 20 1st Hour via,,,,,,
1961830425,fun,jamesterrr,Reading sunn COVID 19 Memes and one said If you haven t texted your ex yet clap your hands and little Sh,,,,,,
1961912498,fun,techstud,RT NEW Some Covid 19 patients treated at French hospitals with the malaria drugs chloroquine or hydroxychloroquine experien,,,,,,
1961913643,fun,sarahlouisemcm,RT New York neurosurgeon who separated conjoined twins dies from complications of Covid 19,,,,,,
1961916976,fun,terpsichore,RT Remember the names of the first three Doctors who died protecting British people from the COVID 19 Amged el Hawrani Adel,,,,,,
1961921981,fun,anotesten,RT Ashraf Zadshir HIV amp Hepatitis specialist Covid 19 part of large group of viruses that infects humans and animals I,,,,,,
1961961003,fun,kelligirl,RT Botched Wow AZ Providers told to discourage COVID 19 testing for most patients in Arizona https,,,,,,
1961963702,fun,Frida1018,RT 52 new deaths and 1 012 new cases in Michigan in past day,,,,,,
1961964729,fun,hornbizzle,RT mo I swear we are fighting two pandemics Covid 19 and Stupidity,,,,,,
1961969150,fun,KKCornelison,Fight COVID 19 with the Spare Computing Power of Your Mac COVID19,,,,,,
1962026598,fun,SugarTea_Nj,RT Not a joke folks we just launched our new podcast It s called Here s the Deal For our first episode I sat down with Ro,,,,,,
1962027875,fun,katalee02,At 20k new cases the US identified more COVID 19 cases today than most countries in the world have identified eve,,,,,,
1962030813,fun,fazerboy,RT SHAKE THE DISEASE A song by Depeche Mode Apologies to the band for the sloppy self distancing version selfisolation s,,,,,,
1962069893,fun,Dance4evuh,You ve got to be some special kind of stupid if you actually think Trump said COVID 19 was is a hoax or you watc,,,,,,
1962114976,fun,lizziebellman,RT NEW Some Covid 19 patients treated at French hospitals with the malaria drugs chloroquine or hydroxychloroquine experien,,,,,,
1962164410,fun,girlwithapuck,RT Doctors are risking their own health and sacrificing time with loved ones to keep us safe The least we can do for the,,,,,,
1962165449,fun,bjanay82,RT Can you imagine Joe Biden organizing this Covid 19 response in the excellent manner our President has or,,,,,,
1962199455,fun,amtrekker,RT King s College Hospital Trust has recorded 31 deaths from Covid 19 However national figures show just 11 deaths at it,real&quot, job. Probably going to have to wait until tomorrow.,,,,
1962203470,fun,LusaSousa,RT A prominent New York neurosurgeon who developed a procedure for separating twins conjoined at the skull dies from complication,,,,,,
1962229317,fun,weecoco,RT Attn doctors nurses amp others involved in public health Pls sign this PETITION from to protect healthcare,,,,,,
1962235672,fun,Charliered23,RT Twitter is now removing tweets from world leaders that challenge the coronavirus shutdown Bolsonaro becomes the first,,,,,,
1962242326,fun,renees,How delusional and irresponsible are we as society that many of us thought think that only older people are suscep,,,,,,
1962266705,fun,ZombiesNTea,RT If Public Health called tomorrow and told you that you tested positive for COVID 19 amp asked you to list all of the peop,,,,,,
1962299631,fun,vaibhavShintre,RT Heartbreaking They have no plans for us older guys They don t care anything about your health We older guys just ha,,,,,,
1962303481,fun,vfclicious,Guidelines for Indonesian Students in the U S from PERMIAS Nasional COVID 19 Task Force in cooperation with Indone,,,,,,
1962369755,fun,shaksiyya,RT Sports i want the Gov Whitmer to address the fact that the WMU student who passed had all of the symptoms of COVID 19 a amp aske,,,,,,
1962433672,fun,richardwnewton,RT With corpses on sidewalks and hospitals and morgues overwhelmed with COVID 19 Ecuador just paid 325 million to internation,,,,,,
1962457063,fun,ElliotTucker,From me to we The white coat lining of the COVID 19 pandemic,,,,,,
1962458873,fun,SmilinNursAnnie,RT Now both Drs Birx amp Fauci are predicting BEST case scenario of 100k 200k deaths in US from COVID 19 With current US deat,,,,,,
1962524361,fun,What_Sarah_Says,RT Important article considering the coronavirus and black health disparities On Being Black Southern and Rural In the,,,,,,
1962526115,fun,yay_men,RT Efficacy of hydroxychloroquine in patients with COVID 19 results of a randomized clinical trial medRxiv i,,,,,,
1962591484,fun,nell_xo,RT At a COVID19 briefing yesterday Trump blamed hospitals amp health care works for the dire shortage of masks amp other protec,,,,,,
1962591662,fun,JamesMurphy,RT With corpses on sidewalks and hospitals and morgues overwhelmed with COVID 19 Ecuador just paid 325 million to internation,,,,,,
1962592511,fun,cmsimike,RT WATCH Maymay urges everyone to keep the faith amid COVID 19 crisis in tearful reunion with Big Brother ABS CBN Enterta,,,,,,
1962603066,fun,sarrifairy,RT mann The only person who can make the cure for Covid 19,,,,,,
1962649118,fun,JennaDaley,RT World population 7 74 billion COVID 19 mortality rate 4 8 US population 331 million If every person in the world were,,,,,,
1962663715,fun,kiannabanks,RT Gun Club COVID 19 falling dollar spur sales at local gun store There s a lot of distrust of the government and a lot of peopl,,,,,,
1962696685,fun,NeFReTBoYSs,RT Vint Cerf the co creator of the TCP IP protocol and essentially one of the inventors of the Internet and possibly the nice,,,,,,
1962708129,fun,ReinaDeFab,RT NEW Frequently asked questions regarding school and the coronavirus COVID 19 More Information,,,,,,
1962711455,fun,princesspooh90,RT Fact check Did the Gates Foundation fund and does the Pirbright Institute own a patent on the coronavirus patent You,,,,,,
1962723206,fun,Kansasjhawk13,Tweet from CEO Erick Hayden CEO Erick Hayden Tweeted Andrew Cuomo looked disgu,,,,,,
1962728172,fun,TehStalker,RT Police and local officials in Italy stood at attention outside a hospital in Verona to show appreciate for medical workers battlin,,,,,,
1962731985,fun,bintibangoura,RT A 24 yr old frat bro of mine just passed from COVID 19 Guys this bitch ain t discriminating Do your best to protect you, TLC..2 bad they're not singing anymore,,,,,
1962743994,fun,kkrailler,COVID 19 Update from the OLA March30 20 Keep your sticks in your hands keep practicing while being physically dista,,,,,,
1962775578,fun,katelinzentz,RT If Public Health called tomorrow and told you that you tested positive for COVID 19 amp asked you to list all of the peop,,,,,,
1962803822,fun,billbathgate,contacts testing of symptomatic PUIs or screening of a subset of asymptomatic health care personnel contacts The,),,,,,
1962817952,fun,Jax_Jax,RT Fauci amp Birx are on record today saying COVID 19 in NYC is a sign of things to come for entirety of USA Let s keep tr,,,,,,
1962818920,fun,A_RAVEN,RT Jack Roberts with Heavy Duty Trucking magazine as the COVID 19 crisis deepens it is beginning to look like the U,,,,,,
1962844003,fun,maimunaibrahim,RT 1 2 Jamaican born England international football star Raheem Sterling encourages Jamaicans back home to play thei,,,,,,
1962877451,fun,ubringmejoi,RT More Americans have now died with Covid 19 than died on 9 11 By the end of this week if trend lines hold more will ha,,,,,,
1962893109,fun,AlexKallai,RT Staying at home is the best way you can keep everyone safe from COVID 19 And if you don t like solitaire you can alw,,,,,,
1962895183,fun,madelyntrouble,RT We are thrilled amp honored to receive a 25 000 donation from Hampton native LA Chargers Quarterback and the T,,,,,,
1962896921,fun,brianstoys,RT Fauci amp Birx are on record today saying COVID 19 in NYC is a sign of things to come for entirety of USA Let s keep tr,,,,,,
1962917162,fun,SunshineBoat,RT Some silver lining from the Makati Medical Center which reported that it has discharged 29 COVID 19 patients who have,,,,,,
1962928259,fun,Marcweezy,RT JPMorgan s alternative investments division is seeking to raise as much as 10 billion in the next couple of months which,,,,,,
1962936678,fun,stinkylink,RT The ACSM member leadership and the Annual Meeting and World Congresses Program Committee have announced the cancellation of t,,,,,,
1962959571,fun,GamingOnly,RT Can you imagine Joe Biden organizing this Covid 19 response in the excellent manner our President has or,,,,,,
1962959695,fun,bellalucia,Join us for the next AAGL webinar Gynecologic Surgery During COVID 19 Keeping Patients and Surgeons Safe Thurs,,,,,,
1963014008,fun,mstwincities,RT Be A Light featuring some of the brightest lights I know out now Proce,,,,,,
1963059298,fun,TheBigOh,RT Because we are on lockdown at the moment I m gonna surprise some people during the Covid 19 outbreak I m giving five p,,,,,,
1963066457,fun,Tartarus,School Closings Due to COVID 19 Present Potential for Increased Risk of Child Exploitation,,,,,,
1963080120,fun,mareepossa,Wilmington based program provides elderly citizens with meals during COVID 19 quarantine,,,,,,
1963081425,fun,Sophhs,DOD announces death of first US service member from COVID 19,,,,,,
1963113282,fun,captainkarenn,DOD announces death of first US service member from COVID 19,,,,,,
1963133694,fun,pattimontemayor,RT alvaroo 6 COVID 19 is all fun and jokes in the Valley until loved ones start dying and y all claim that God failed them when in reali,,,,,,
1963137092,fun,leeanne81,RT With more than five deaths in a single day and a huge jump in Covid 19 positive cases the total number of cases in I,,,,,,
1963175187,fun,theclarkster,RT Two more cases of COVID 19 have been confirmed in Kaduna The two cases are contacts of the index case Let me assure citizen,,,,,,
1963175813,fun,KristineRusch,Donald Trump is at war with his own country neverhoax coronavirus COVID19 COVID lockdown USPolitics,,,,,,
1963193889,fun,Cherrim,RT The first two deaths associated with COVID 19 have been confirmed in the Coastal Health District The 83 year old male,,,,,,
1963209654,fun,64Colors,RT Amul celebrates Mahabharat rerun with tropical doodle amid nationwide COVID 19 lockdown,,,,,,
1963213660,fun,drogjo,RT A 24 yr old frat bro of mine just passed from COVID 19 Guys this bitch ain t discriminating Do your best to protect you,,,,,,
1963268784,fun,hersheybear,RT If the US reaches first place COVID 19 shall henceforth and forevermore be known as TrumpVirus2020 in honor o,Stop It girl&quot,.    @retrorewind,,,,
1963274871,fun,CaityXtine,The Behavioral Health staff at the Southern Ute Health Center SUHC understand that the COVID 19 outbreak may inc,,,,,,
1963293604,fun,sleepytimeninja,RT Mayor Lightfoot says the total number of confirmed cases of COVID 19 in Chicago is doubling about every 3 to 4 days As I ha,,,,,,
1963299539,fun,HappilyBarefoot,RT 1 2 We ll never stop shining for you Starting tonight through the COVID 19 battle our signature white lights wil,,,,,,
1963299853,fun,jordansing,RT feed Coronavirus Concerns One on one with Gov Raimondo on RI s COVID 19 response,,,,,,
1963318973,fun,mzbossy1021,Alan Merrill a veteran singer guitarist who co wrote the song in 1975 for his band The Arrows was 69,,,,,,
1963343627,fun,jujubee818,RT CORONAVIRUS The U S Navy hospital ship USNS Comfort enters New York Harbor during the COVID 19 outbreak Monday The US has,,,,,,
1963344507,fun,1_50_1,Coming up at 510pst I will take your questions about kids families school amp Covid 19 submit to cbcnewsvancouver ca,,,,,,
1963369998,fun,jenn_02,RT We will deliver right to the border B C town vows to look after U S neighbours in pandemic We are 1 community,,,,,,
1963385478,fun,empressjazzy1,RT We have lost one of our NY based trans community leaders to COVID 19 Rest in power Lorena Borjas,,,,,,
1963395071,fun,Pawns43,RT We will deliver right to the border B C town vows to look after U S neighbours in pandemic We are 1 community,,,,,,
1963406969,fun,SxyKiki215,RT We have lost one of our NY based trans community leaders to COVID 19 Rest in power Lorena Borjas,,,,,,
1963413513,fun,riahx,RT With corpses on sidewalks and hospitals and morgues overwhelmed with COVID 19 Ecuador just paid 325 million to internation,,,,,,
